Group,SSP,X,CDF
North America,SSP1-2.6,2,0.591991341991342
North America,SSP1-2.6,2,0.5930735930735931
North America,SSP1-2.6,2,0.5941558441558441
North America,SSP1-2.6,2,0.5952380952380952
North America,SSP1-2.6,2,0.5963203463203464
North America,SSP1-2.6,2,0.5974025974025974
North America,SSP1-2.6,2,0.5984848484848485
North America,SSP1-2.6,2,0.5995670995670995
North America,SSP1-2.6,2,0.6006493506493507
North America,SSP1-2.6,2,0.6017316017316018
North America,SSP1-2.6,2,0.6028138528138528
North America,SSP1-2.6,2,0.6038961038961039
North America,SSP1-2.6,2,0.604978354978355
North America,SSP1-2.6,2,0.6060606060606061
North America,SSP1-2.6,2,0.6071428571428571
North America,SSP1-2.6,2,0.6082251082251082
North America,SSP1-2.6,2,0.6093073593073594
North America,SSP1-2.6,2,0.6103896103896104
North America,SSP1-2.6,2,0.6114718614718615
North America,SSP1-2.6,2,0.6125541125541125
North America,SSP1-2.6,2,0.6136363636363636
North America,SSP1-2.6,2,0.6147186147186147
North America,SSP1-2.6,2,0.6158008658008658
North America,SSP1-2.6,2,0.6168831168831169
North America,SSP1-2.6,2,0.6179653679653679
North America,SSP1-2.6,2,0.6190476190476191
North America,SSP1-2.6,2,0.6201298701298701
North America,SSP1-2.6,2,0.6212121212121212
North America,SSP1-2.6,2,0.6222943722943723
North America,SSP1-2.6,2,0.6233766233766234
North America,SSP1-2.6,2,0.6244588744588745
North America,SSP1-2.6,2,0.6255411255411255
North America,SSP1-2.6,2,0.6266233766233766
North America,SSP1-2.6,2,0.6277056277056277
North America,SSP1-2.6,2,0.6287878787878788
North America,SSP1-2.6,2,0.6298701298701299
North America,SSP1-2.6,2,0.6309523809523809
North America,SSP1-2.6,2,0.6320346320346321
North America,SSP1-2.6,2,0.6331168831168831
North America,SSP1-2.6,2,0.6341991341991342
North America,SSP1-2.6,2,0.6352813852813853
North America,SSP1-2.6,2,0.6363636363636364
North America,SSP1-2.6,2,0.6374458874458875
