Region,Scenario,Period,Q1,Q3,Median,Whisker_low,Whisker_high
14,SSP3-7.0,P3,68315.2423269315,74066.22110014601,70140.81696110095,62793.80673999364,79734.85335876526
14,SSP3-7.0,P4,72392.18513848775,77503.47388523535,75597.75895795895,68292.79830018179,82064.33188451637
14,SSP5-8.5,P1,62080.49164162834,68170.2917315426,65340.83033058064,60293.40644727201,75901.7950424407
14,SSP5-8.5,P2,68081.71772000329,74638.49785695445,71487.30224834054,60847.63288909089,82270.02452837539
14,SSP5-8.5,P3,71805.62475777457,77582.88257314796,74566.7313800797,65197.32693886549,83829.10498398989
14,SSP5-8.5,P4,79119.04711070834,88101.6938881025,82842.89471212242,74072.99996603742,95691.31710862223
15,HIST,P0,8670.329208977662,9799.94244412742,9392.033767673882,8053.993897232075,10297.822455828857
15,SSP1-2.6,P1,9534.427888799524,10735.437966700321,10254.626635136072,8392.929196548008,11908.00106269007
15,SSP1-2.6,P2,9856.502659002552,11327.24855784111,10800.925387373261,9237.23618785475,12299.223048637179
15,SSP1-2.6,P3,9725.374889097968,11434.546732389317,10802.199933962092,7991.814682630053,12616.343736366138
15,SSP1-2.6,P4,10015.217974222476,11252.432045858654,10639.380892372297,9012.048961199009,12798.806754368594
15,SSP2-4.5,P1,10057.066900190779,11168.744162528428,10646.115235363875,8579.092364782886,12142.384672881344
15,SSP2-4.5,P2,10829.800463233376,11956.119909524987,11470.25106603932,9273.955562403617,12794.984677309238
15,SSP2-4.5,P3,10989.052692280946,12037.033685213155,11546.18722144185,10332.89312250465,12801.273821271749
15,SSP2-4.5,P4,11422.015076800899,12705.754871835758,12038.982490427557,10309.510030163481,13967.752723565714
15,SSP3-7.0,P1,9599.538628927932,10491.799662457384,10017.296876605931,8721.294862235043,11319.012257756287
15,SSP3-7.0,P2,10553.531446092882,11935.050286486234,11520.254440253886,10000.280559208322,13245.108933985073
15,SSP3-7.0,P3,12236.708083240701,12990.38523931018,12511.785015445163,11420.530188273675,13836.356659996503
15,SSP3-7.0,P4,13327.518922830877,14665.560502049848,13856.421915483268,11695.039347097882,16527.989565258416
15,SSP5-8.5,P1,9768.823898740457,11091.917048844345,10483.17124786534,7962.30404121393,12881.430208835453
15,SSP5-8.5,P2,11082.863039841235,12839.738357722394,12191.28993249704,10629.256730357223,14300.656580137402
15,SSP5-8.5,P3,12343.282541260302,13934.933586714651,13392.917030471846,11783.513163836837,15184.25985664651
15,SSP5-8.5,P4,14296.444074193147,15258.332745762329,14782.262553859207,13283.465040482575,15988.340618078917
16,HIST,P0,9897.353587168242,11507.445502838036,10524.305990621793,8155.766058593139,12646.636856302834
16,SSP1-2.6,P1,10613.294500103768,12569.279858315305,11785.904966710179,8973.053996000188,14967.497945024603
