Name,Kingdom,Phylum,Class,regions,CATEGORY,GRIDS
Abrahamia_darainensis,plantae,tracheophyta,magnoliopsida,[27.0],Critically Endangered,1
Acacia_cangaiensis,plantae,tracheophyta,magnoliopsida,[41.0],Endangered,1
Acacia_pubirhachis,plantae,tracheophyta,magnoliopsida,"[22.0, 38.0, 39.0]",Least Concern,11
Acacia_serpentinicola,plantae,tracheophyta,magnoliopsida,[41.0],Near Threatened,2
Acanthaeschna_victoria,animalia,arthropoda,insecta,[41.0],Endangered,9
Acantholimon_aegaeum,plantae,tracheophyta,magnoliopsida,[19.0],Vulnerable,3
Accipiter_gundlachi,animalia,chordata,aves,[8.0],Endangered,7
Accipiter_henicogrammus,animalia,chordata,aves,[38.0],Near Threatened,2
Acer_chiangdaoense,plantae,tracheophyta,magnoliopsida,"[37.0, 38.0]",Endangered,2
Acer_pseudowilsonii,plantae,tracheophyta,magnoliopsida,[38.0],Endangered,2
Acilacris_furcatus,animalia,arthropoda,insecta,[26.0],Critically Endangered,2
Acrosynanthus_parvifolius,plantae,tracheophyta,magnoliopsida,[8.0],Vulnerable,1
Actinodaphne_shendurunii,plantae,tracheophyta,magnoliopsida,[37.0],Endangered,1
Adelocaryum_coelestinum,plantae,tracheophyta,magnoliopsida,[37.0],Near Threatened,12
Adolfus_alleni,animalia,chordata,reptilia,[24.0],Near Threatened,4
Adolfus_masavaensis,animalia,chordata,reptilia,[24.0],Near Threatened,3
Aeschynomene_pararubrofarinacea,plantae,tracheophyta,magnoliopsida,"[22.0, 24.0, 25.0, 26.0]",Least Concern,12
Aethopyga_primigenia,animalia,chordata,aves,[38.0],Least Concern,1
Afrixalus_septentrionalis,animalia,chordata,amphibia,[24.0],Least Concern,3
Afrosciadium_abyssinicum,plantae,tracheophyta,magnoliopsida,[23.0],Vulnerable,6
Afrothismia_mhoroana,plantae,tracheophyta,liliopsida,[24.0],Critically Endangered,1
Agaricus_pattersoniae,fungi,basidiomycota,agaricomycetes,[3.0],Vulnerable,3
Agasthyagama_beddomii,animalia,chordata,reptilia,[37.0],Endangered,2
Agelasta_mindanaonis,animalia,arthropoda,insecta,[38.0],Vulnerable,4
Aglaia_integrifolia,plantae,tracheophyta,magnoliopsida,[38.0],Critically Endangered,1
Alchemilla_elgonensis,plantae,tracheophyta,magnoliopsida,[24.0],Vulnerable,3
Aleurina_echinata,fungi,ascomycota,pezizomycetes,[15.0],Near Threatened,2
Allognathus_graellsianus,animalia,mollusca,gastropoda,[19.0],Least Concern,1
Allognathus_pyrenaicus,animalia,mollusca,gastropoda,[19.0],Near Threatened,4
Aloe_benishangulana,plantae,tracheophyta,liliopsida,[23.0],Critically Endangered,1
Aloe_friisii,plantae,tracheophyta,liliopsida,[23.0],Endangered,2
Aloe_macleayi,plantae,tracheophyta,liliopsida,[23.0],Least Concern,3
Aloe_mossurilensis,plantae,tracheophyta,liliopsida,[26.0],Critically Endangered,1
Aloe_nuttii,plantae,tracheophyta,liliopsida,"[24.0, 25.0, 26.0]",Least Concern,31
Alphitophagus_xaxarsi,animalia,arthropoda,insecta,[19.0],Vulnerable,1
Alstonia_rupestris,plantae,tracheophyta,magnoliopsida,[38.0],Critically Endangered,1
Amandava_formosa,animalia,chordata,aves,[37.0],Vulnerable,61
Amanita_aporema,fungi,basidiomycota,agaricomycetes,[38.0],Vulnerable,3
Amanita_vernicoccora,fungi,basidiomycota,agaricomycetes,"[3.0, 6.0]",Least Concern,37
Ammannia_quadriciliata,plantae,tracheophyta,magnoliopsida,[27.0],Endangered,1
Ammobates_melectoides,animalia,arthropoda,insecta,[17.0],Endangered,2
Amorphochilus_schnablii,animalia,chordata,mammalia,"[9.0, 13.0]",Vulnerable,15
Amyris_lineata,plantae,tracheophyta,magnoliopsida,[8.0],Critically Endangered,7
Amyris_rhomboidea,plantae,tracheophyta,magnoliopsida,[7.0],Endangered,1
Anaphalis_beddomei,plantae,tracheophyta,magnoliopsida,[37.0],Vulnerable,10
Anatololacerta_anatolica,animalia,chordata,reptilia,[19.0],Least Concern,7
Anchiale_austrotessulata,animalia,arthropoda,insecta,[41.0],Least Concern,9
Ancylodactylus_chyuluensis,animalia,chordata,reptilia,[24.0],Endangered,1
Andira_galeottiana,plantae,tracheophyta,magnoliopsida,[7.0],Least Concern,13
Andropogon_pusillus,plantae,tracheophyta,liliopsida,"[21.0, 22.0]",Endangered,4
Aneides_ferreus,animalia,chordata,amphibia,[3.0],Least Concern,9
Anhydrophryne_rattrayi,animalia,chordata,amphibia,[26.0],Endangered,2
Annona_cubensis,plantae,tracheophyta,magnoliopsida,[8.0],Endangered,3
Annona_ekmanii,plantae,tracheophyta,magnoliopsida,[8.0],Critically Endangered,1
Annona_nipensis,plantae,tracheophyta,magnoliopsida,[8.0],Endangered,3
Annona_oblongifolia,plantae,tracheophyta,magnoliopsida,[8.0],Critically Endangered,1
Annona_sclerophylla,plantae,tracheophyta,magnoliopsida,[8.0],Vulnerable,2
Anolis_muralla,animalia,chordata,reptilia,[7.0],Critically Endangered,1
Anthus_nilghiriensis,animalia,chordata,aves,[37.0],Vulnerable,2
Anthus_sokokensis,animalia,chordata,aves,[24.0],Endangered,5
Arabis_elgonensis,plantae,tracheophyta,magnoliopsida,[24.0],Critically Endangered,1
Arachnothryx_chimalaparum,plantae,tracheophyta,magnoliopsida,[7.0],Endangered,2
Arachnothryx_nitida,plantae,tracheophyta,magnoliopsida,[7.0],Vulnerable,8
Araucaria_bidwillii,plantae,tracheophyta,pinopsida,"[39.0, 41.0]",Least Concern,5
Archaeosynthemis_orientalis,animalia,arthropoda,insecta,"[41.0, 42.0]",Least Concern,5
Archidendron_nervosum,plantae,tracheophyta,magnoliopsida,[38.0],Near Threatened,3
Arctostaphylos_hooveri,plantae,tracheophyta,magnoliopsida,[3.0],Least Concern,5
Ardeola_idae,animalia,chordata,aves,"[22.0, 24.0, 26.0, 27.0]",Endangered,334
Ardisia_capuronii,plantae,tracheophyta,magnoliopsida,[27.0],Endangered,3
Ardisia_kerrii,plantae,tracheophyta,magnoliopsida,[38.0],Endangered,3
Arisaema_murrayi,plantae,tracheophyta,liliopsida,[37.0],Near Threatened,18
Arizelopsar_femoralis,animalia,chordata,aves,[24.0],Endangered,5
Artisornis_moreaui,animalia,chordata,aves,[24.0],Endangered,2
Asiagomphus_coreanus,animalia,arthropoda,insecta,[35.0],Endangered,1
Asio_capensis,animalia,chordata,aves,"[19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0]",Least Concern,653
Aspidosperma_formosanum,plantae,tracheophyta,magnoliopsida,[11.0],Endangered,2
Assa_darlingtoni,animalia,chordata,amphibia,[41.0],Vulnerable,6
Astrocaryum_mexicanum,plantae,tracheophyta,liliopsida,[7.0],Least Concern,19
Ateleia_gummifera,plantae,tracheophyta,magnoliopsida,"[7.0, 8.0]",Least Concern,42
Athene_blewitti,animalia,chordata,aves,[37.0],Endangered,5
Atlantihyla_spinipollex,animalia,chordata,amphibia,[7.0],Endangered,2
Atrichornis_rufescens,animalia,chordata,aves,[41.0],Endangered,4
Austrarchaea_monteithi,animalia,arthropoda,arachnida,[41.0],Critically Endangered,1
Austroaeschna_sigma,animalia,arthropoda,insecta,[41.0],Least Concern,4
Austroargiolestes_isabellae,animalia,arthropoda,insecta,[41.0],Least Concern,4
Austrogomphus_collaris,animalia,arthropoda,insecta,[42.0],Least Concern,1
Austropetalia_patricia,animalia,arthropoda,insecta,[41.0],Vulnerable,1
Austrophlebia_costalis,animalia,arthropoda,insecta,[41.0],Least Concern,2
Avahi_cleesei,animalia,chordata,mammalia,[27.0],Critically Endangered,1
Azima_tetracantha,plantae,tracheophyta,magnoliopsida,"[22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 36.0, 37.0]",Least Concern,127
Badiera_virgata,plantae,tracheophyta,magnoliopsida,[8.0],Least Concern,17
Baikiaea_plurijuga,plantae,tracheophyta,magnoliopsida,"[25.0, 26.0]",Least Concern,37
Bakeridesia_amoena,plantae,tracheophyta,magnoliopsida,[7.0],Endangered,1
Bakeridesia_zapoteca,plantae,tracheophyta,magnoliopsida,[7.0],Endangered,3
Balcanodiscus_cerberus,animalia,mollusca,gastropoda,[19.0],Near Threatened,1
Balcanodiscus_magnus,animalia,mollusca,gastropoda,[19.0],Near Threatened,1
Balearica_pavonina,animalia,chordata,aves,"[20.0, 21.0, 22.0, 23.0]",Vulnerable,272
Balearica_regulorum,animalia,chordata,aves,"[22.0, 23.0, 24.0, 25.0, 26.0]",Endangered,236
Banara_minutiflora,plantae,tracheophyta,magnoliopsida,"[5.0, 8.0]",Least Concern,18
Banksia_heliantha,plantae,tracheophyta,magnoliopsida,[42.0],Near Threatened,1
Banksia_laevigata,plantae,tracheophyta,magnoliopsida,[42.0],Near Threatened,2
Banksia_pallida,plantae,tracheophyta,magnoliopsida,[42.0],Vulnerable,4
Banksia_violacea,plantae,tracheophyta,magnoliopsida,[42.0],Vulnerable,3
Barleria_crabbeoides,plantae,tracheophyta,magnoliopsida,[25.0],Endangered,2
Barleria_namba,plantae,tracheophyta,magnoliopsida,[25.0],Vulnerable,1
Batrachoseps_luciae,animalia,chordata,amphibia,[3.0],Least Concern,1
Batrachoseps_relictus,animalia,chordata,amphibia,[3.0],Critically Endangered,1
Bauhinia_grevei,plantae,tracheophyta,magnoliopsida,"[25.0, 26.0, 27.0]",Least Concern,11
Bauhinia_wunderlinii,plantae,tracheophyta,magnoliopsida,[7.0],Endangered,4
Beaucarnea_pliabilis,plantae,tracheophyta,liliopsida,[7.0],Vulnerable,17
Bellium_minutum,plantae,tracheophyta,magnoliopsida,[19.0],Least Concern,23
Berlinia_orientalis,plantae,tracheophyta,magnoliopsida,[26.0],Vulnerable,3
Betta_dennisyongi,animalia,chordata,actinopterygii,[38.0],Vulnerable,2
Betta_rubra,animalia,chordata,actinopterygii,[38.0],Endangered,2
Bidens_zavattarii,plantae,tracheophyta,magnoliopsida,[23.0],Vulnerable,4
Bitis_gabonica,animalia,chordata,reptilia,"[21.0, 22.0, 23.0, 24.0, 25.0, 26.0]",Vulnerable,357
Bitis_worthingtoni,animalia,chordata,reptilia,[24.0],Vulnerable,1
Boana_pellucens,animalia,chordata,amphibia,[9.0],Least Concern,9
Boletus_rex-veris,fungi,basidiomycota,agaricomycetes,[3.0],Least Concern,81
Bonellia_moana,plantae,tracheophyta,magnoliopsida,[8.0],Endangered,2
Bonellia_shaferi,plantae,tracheophyta,magnoliopsida,[8.0],Vulnerable,3
Bornargiolestes_fuscus,animalia,arthropoda,insecta,[38.0],Near Threatened,4
Bourreria_angustifolia,plantae,tracheophyta,magnoliopsida,[27.0],Critically Endangered,1
Bourreria_leslieae,plantae,tracheophyta,magnoliopsida,[27.0],Endangered,3
Brachyopa_minima,animalia,arthropoda,insecta,[19.0],Critically Endangered,2
Brachypelma_epicureanum,animalia,arthropoda,arachnida,[7.0],Least Concern,3
Brachystegia_bakeriana,plantae,tracheophyta,magnoliopsida,"[25.0, 26.0]",Least Concern,21
Brachystegia_spiciformis,plantae,tracheophyta,magnoliopsida,"[22.0, 24.0, 25.0, 26.0]",Least Concern,144
Brachythrix_pawekiae,plantae,tracheophyta,magnoliopsida,[26.0],Near Threatened,1
Breonia_boivinii,plantae,tracheophyta,magnoliopsida,[27.0],Vulnerable,4
Bridelia_taitensis,plantae,tracheophyta,magnoliopsida,[24.0],Vulnerable,5
Bromeliohyla_melacaena,animalia,chordata,amphibia,[7.0],Endangered,1
Brookesia_bonsi,animalia,chordata,reptilia,[27.0],Critically Endangered,1
Brookesia_perarmata,animalia,chordata,reptilia,[27.0],Endangered,1
Brya_chrysogonii,plantae,tracheophyta,magnoliopsida,[8.0],Least Concern,4
Brya_ebenus,plantae,tracheophyta,magnoliopsida,[8.0],Least Concern,19
Bubalus_mindorensis,animalia,chordata,mammalia,[38.0],Critically Endangered,4
Butyriboletus_abieticola,fungi,basidiomycota,agaricomycetes,[3.0],Least Concern,14
Butyriboletus_primiregius,fungi,basidiomycota,agaricomycetes,[3.0],Least Concern,13
Buxus_cristalensis,plantae,tracheophyta,magnoliopsida,[8.0],Least Concern,1
Buxus_ekmanii,plantae,tracheophyta,magnoliopsida,[8.0],Endangered,2
Buxus_gonoclada,plantae,tracheophyta,magnoliopsida,[8.0],Least Concern,8
Buxus_koehleri,plantae,tracheophyta,magnoliopsida,[8.0],Critically Endangered,1
Buxus_nipensis,plantae,tracheophyta,magnoliopsida,[8.0],Endangered,1
Buxus_retusa,plantae,tracheophyta,magnoliopsida,[8.0],Vulnerable,2
Byrsonima_oaxacana,plantae,tracheophyta,magnoliopsida,[7.0],Vulnerable,3
Cacosternum_thorini,animalia,chordata,amphibia,[26.0],Endangered,2
Cailliella_praerupticola,plantae,tracheophyta,magnoliopsida,[21.0],Endangered,2
Caladenia_graniticola,plantae,tracheophyta,liliopsida,[42.0],Endangered,3
Callicarpa_argentii,plantae,tracheophyta,magnoliopsida,[38.0],Endangered,2
Calonarius_luteicolor,fungi,basidiomycota,agaricomycetes,"[1.0, 3.0]",Vulnerable,20
Calophyllum_utile,plantae,tracheophyta,magnoliopsida,[8.0],Critically Endangered,2
Cameraria_orientensis,plantae,tracheophyta,magnoliopsida,[8.0],Vulnerable,2
Cameraria_retusa,plantae,tracheophyta,magnoliopsida,[8.0],Near Threatened,6
Campylospermum_bukobense,plantae,tracheophyta,magnoliopsida,"[22.0, 23.0, 24.0, 26.0]",Least Concern,43
Canarium_velutinifolium,plantae,tracheophyta,magnoliopsida,[27.0],Endangered,2
Candovia_aberrata,animalia,arthropoda,insecta,[41.0],Least Concern,6
Candovia_annulata,animalia,arthropoda,insecta,[41.0],Least Concern,6
Candovia_granulosa,animalia,arthropoda,insecta,[41.0],Least Concern,7
Candovia_strumosa,animalia,arthropoda,insecta,[41.0],Least Concern,1
Cantharellus_fuligineus,fungi,basidiomycota,agaricomycetes,[38.0],Near Threatened,3
Cantharellus_gotzenii,fungi,basidiomycota,agaricomycetes,[24.0],Endangered,1
Capurodendron_mikearum,plantae,tracheophyta,magnoliopsida,[27.0],Vulnerable,3
Capurodendron_naciriae,plantae,tracheophyta,magnoliopsida,[27.0],Endangered,1
Capurodendron_namorokense,plantae,tracheophyta,magnoliopsida,[27.0],Critically Endangered,1
Capurodendron_nanophyllum,plantae,tracheophyta,magnoliopsida,[27.0],Critically Endangered,1
Carpha_angustissima,plantae,tracheophyta,liliopsida,[24.0],Endangered,9
Casearia_engleri,plantae,tracheophyta,magnoliopsida,[24.0],Vulnerable,2
Casearia_yucatanensis,plantae,tracheophyta,magnoliopsida,[7.0],Near Threatened,16
Castela_retusa,plantae,tracheophyta,magnoliopsida,[7.0],Endangered,4
Celtis_gomphophylla,plantae,tracheophyta,magnoliopsida,"[21.0, 22.0, 23.0, 24.0, 26.0, 27.0]",Least Concern,69
Ceratophrys_stolzmanni,animalia,chordata,amphibia,[9.0],Vulnerable,2
Ceropegia_huberi,plantae,tracheophyta,magnoliopsida,[37.0],Endangered,3
Ceropegia_recurvata,plantae,tracheophyta,magnoliopsida,[23.0],Vulnerable,2
Chaetocarpus_acutifolius,plantae,tracheophyta,magnoliopsida,[8.0],Endangered,2
Chaetocarpus_gabonensis,plantae,tracheophyta,magnoliopsida,[22.0],Vulnerable,3
Chaetocercus_berlepschi,animalia,chordata,aves,[9.0],Vulnerable,1
Chamaedorea_arenbergiana,plantae,tracheophyta,liliopsida,[7.0],Least Concern,12
Chamaeleo_anchietae,animalia,chordata,reptilia,"[22.0, 24.0, 25.0, 26.0]",Least Concern,28
Chamaeleo_zeylanicus,animalia,chordata,reptilia,[37.0],Least Concern,170
Chamaesaura_miopropus,animalia,chordata,reptilia,"[22.0, 24.0, 25.0, 26.0]",Least Concern,57
Chamaesaura_tenuior,animalia,chordata,reptilia,[25.0],Least Concern,1
Cherbezatina_bicolor,animalia,arthropoda,insecta,[27.0],Near Threatened,1
Chiloglottis_anaticeps,plantae,tracheophyta,liliopsida,[41.0],Endangered,1
Chionanthus_axilliflorus,plantae,tracheophyta,magnoliopsida,[8.0],Vulnerable,7
Chlorocebus_aethiops,animalia,chordata,mammalia,"[20.0, 23.0]",Least Concern,86
Chlorophytum_benuense,plantae,tracheophyta,liliopsida,[22.0],Endangered,4
Chlorophytum_camporum,plantae,tracheophyta,liliopsida,"[21.0, 22.0]",Endangered,3
Chlorophytum_herrmannii,plantae,tracheophyta,liliopsida,[23.0],Critically Endangered,2
Chlorophytum_pseudocaule,plantae,tracheophyta,liliopsida,[23.0],Critically Endangered,1
Chlorophytum_serpens,plantae,tracheophyta,liliopsida,[23.0],Endangered,2
Chlorophytum_staudtii,plantae,tracheophyta,liliopsida,"[21.0, 22.0]",Endangered,5
Chloroxylon_faho,plantae,tracheophyta,magnoliopsida,[27.0],Vulnerable,4
Choiromyces_alveolatus,fungi,ascomycota,pezizomycetes,[3.0],Least Concern,18
Chroogomphus_albipes,fungi,basidiomycota,agaricomycetes,"[1.0, 3.0]",Least Concern,187
Chroogomphus_pseudovinicolor,fungi,basidiomycota,agaricomycetes,"[1.0, 3.0]",Least Concern,90
Chrysochlamys_guatemaltecana,plantae,tracheophyta,magnoliopsida,[7.0],Vulnerable,10
Chrysopelea_taprobanica,animalia,chordata,reptilia,[37.0],Least Concern,2
Cincinnobotrys_felicis,plantae,tracheophyta,magnoliopsida,[21.0],Endangered,4
Cinnamomum_agasthyamalayanum,plantae,tracheophyta,magnoliopsida,[37.0],Endangered,1
Cinnyris_rufipennis,animalia,chordata,aves,[24.0],Vulnerable,1
Cinnyris_usambaricus,animalia,chordata,aves,[24.0],Least Concern,2
Coccoloba_armata,plantae,tracheophyta,magnoliopsida,[8.0],Least Concern,15
Coccoloba_caesia,plantae,tracheophyta,magnoliopsida,[8.0],Least Concern,3
Coccoloba_chiapensis,plantae,tracheophyta,magnoliopsida,[7.0],Endangered,3
Coccoloba_coriacea,plantae,tracheophyta,magnoliopsida,[8.0],Vulnerable,3
Coccoloba_retusa,plantae,tracheophyta,magnoliopsida,[8.0],Least Concern,18
Coccoloba_shaferi,plantae,tracheophyta,magnoliopsida,[8.0],Least Concern,2
Coccothrinax_garciana,plantae,tracheophyta,liliopsida,[8.0],Least Concern,5
Coccothrinax_gundlachii,plantae,tracheophyta,liliopsida,[8.0],Endangered,4
Coccothrinax_leonis,plantae,tracheophyta,liliopsida,[8.0],Critically Endangered,1
Coccothrinax_moaensis,plantae,tracheophyta,liliopsida,[8.0],Endangered,2
Coccothrinax_nipensis,plantae,tracheophyta,liliopsida,[8.0],Endangered,1
Coccothrinax_orientalis,plantae,tracheophyta,liliopsida,[8.0],Endangered,1
Coccothrinax_pauciramosa,plantae,tracheophyta,liliopsida,[8.0],Critically Endangered,1
Coccothrinax_pseudorigida,plantae,tracheophyta,liliopsida,[8.0],Endangered,2
Coeliccia_macrostigma,animalia,arthropoda,insecta,[38.0],Endangered,1
Coeliccia_octogesima,animalia,arthropoda,insecta,[38.0],Least Concern,6
Cojoba_escuintlensis,plantae,tracheophyta,magnoliopsida,[7.0],Vulnerable,4
Colea_darainensis,plantae,tracheophyta,magnoliopsida,[27.0],Endangered,1
Coleus_lyratus,plantae,tracheophyta,magnoliopsida,"[21.0, 22.0]",Vulnerable,7
Colostethus_latinasus,animalia,chordata,amphibia,[9.0],Critically Endangered,3
Conospermum_ericifolium,plantae,tracheophyta,magnoliopsida,[41.0],Least Concern,2
Copelatus_befasicus,animalia,arthropoda,insecta,[27.0],Endangered,2
Copernicia_cowellii,plantae,tracheophyta,liliopsida,[8.0],Endangered,2
Copernicia_fallaensis,plantae,tracheophyta,liliopsida,[8.0],Endangered,3
Copernicia_gigas,plantae,tracheophyta,liliopsida,[8.0],Least Concern,8
Cophixalus_kaindiensis,animalia,chordata,amphibia,[38.0],Near Threatened,1
Coptis_laciniata,plantae,tracheophyta,magnoliopsida,[3.0],Least Concern,20
Cordia_pulverulenta,plantae,tracheophyta,magnoliopsida,[8.0],Near Threatened,5
Cordia_valenzuelana,plantae,tracheophyta,magnoliopsida,[8.0],Endangered,4
Cordia_vanhermannii,plantae,tracheophyta,magnoliopsida,[8.0],Critically Endangered,1
Cordulephya_montana,animalia,arthropoda,insecta,[41.0],Near Threatened,2
Cornufer_cheesmanae,animalia,chordata,amphibia,[38.0],Vulnerable,1
Cortinarius_olympianus,fungi,basidiomycota,agaricomycetes,[3.0],Least Concern,34
Cortinarius_verrucisporus,fungi,basidiomycota,agaricomycetes,[3.0],Least Concern,6
Corvus_validus,animalia,chordata,aves,[38.0],Least Concern,4
Craterellus_atrocinereus,fungi,basidiomycota,agaricomycetes,[3.0],Near Threatened,5
Craterosiphon_montanum,plantae,tracheophyta,magnoliopsida,[22.0],Endangered,2
Craterostigma_pusillum,plantae,tracheophyta,magnoliopsida,[24.0],Endangered,2
Craterostigma_sudanicum,plantae,tracheophyta,magnoliopsida,[23.0],Endangered,2
Craugastor_alfredi,animalia,chordata,amphibia,[7.0],Least Concern,5
Craugastor_charadra,animalia,chordata,amphibia,[7.0],Vulnerable,1
Craugastor_chrysozetetes,animalia,chordata,amphibia,[7.0],Critically Endangered,1
Craugastor_cruzi,animalia,chordata,amphibia,[7.0],Critically Endangered,1
Craugastor_cyanochthebius,animalia,chordata,amphibia,[7.0],Endangered,1
Craugastor_fecundus,animalia,chordata,amphibia,[7.0],Critically Endangered,2
Craugastor_lauraster,animalia,chordata,amphibia,[7.0],Least Concern,3
Craugastor_milesi,animalia,chordata,amphibia,[7.0],Critically Endangered,1
Cremastosperma_westrae,plantae,tracheophyta,magnoliopsida,"[7.0, 9.0]",Endangered,2
Crocidura_macowi,animalia,chordata,mammalia,[23.0],Endangered,2
Crossopetalum_minimiflorum,plantae,tracheophyta,magnoliopsida,[7.0],Vulnerable,2
Crossopetalum_mossambicense,plantae,tracheophyta,magnoliopsida,[26.0],Endangered,2
Crotalaria_trifoliolata,plantae,tracheophyta,magnoliopsida,[23.0],Endangered,1
Croton_bergassae,plantae,tracheophyta,magnoliopsida,[27.0],Endangered,2
Croton_cristalensis,plantae,tracheophyta,magnoliopsida,[8.0],Endangered,1
Croton_gibsonianus,plantae,tracheophyta,magnoliopsida,[37.0],Critically Endangered,1
Cryptocarya_burckeana,plantae,tracheophyta,magnoliopsida,"[38.0, 39.0]",Endangered,3
Cryptocarya_nova-anglica,plantae,tracheophyta,magnoliopsida,[41.0],Vulnerable,7
Cryptocarya_williwilliana,plantae,tracheophyta,magnoliopsida,[41.0],Endangered,2
Cryptotriton_nasalis,animalia,chordata,amphibia,[7.0],Endangered,1
Csapodya_sousae,plantae,tracheophyta,magnoliopsida,[7.0],Endangered,2
Ctenodecticus_pupulus,animalia,arthropoda,insecta,[19.0],Least Concern,1
Cyclamen_intaminatum,plantae,tracheophyta,magnoliopsida,[19.0],Near Threatened,1
Cynanchum_balense,plantae,tracheophyta,magnoliopsida,[23.0],Endangered,1
Cynanchum_subtilis,plantae,tracheophyta,magnoliopsida,[27.0],Endangered,2
Cyperus_afroalpinus,plantae,tracheophyta,liliopsida,[24.0],Near Threatened,22
Cyperus_papyrus,plantae,tracheophyta,liliopsida,"[19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0]",Least Concern,830
Cyphia_nyikensis,plantae,tracheophyta,magnoliopsida,[26.0],Endangered,1
Cyphostemma_leucotrichum,plantae,tracheophyta,magnoliopsida,[22.0],Endangered,2
Cyrtodactylus_jeyporensis,animalia,chordata,reptilia,[37.0],Endangered,2
Cyrtodactylus_rishivalleyensis,animalia,chordata,reptilia,[37.0],Endangered,1
Cyrtodactylus_srilekhae,animalia,chordata,reptilia,[37.0],Near Threatened,1
Cyttaria_septentrionalis,fungi,ascomycota,leotiomycetes,[41.0],Vulnerable,4
Dalbergia_sissoides,plantae,tracheophyta,magnoliopsida,[37.0],Vulnerable,9
Damburneya_mirafloris,plantae,tracheophyta,magnoliopsida,[7.0],Endangered,3
Daphnopsis_bissei,plantae,tracheophyta,magnoliopsida,[8.0],Critically Endangered,1
Daphnopsis_cuneata,plantae,tracheophyta,magnoliopsida,[8.0],Least Concern,4
Daphnopsis_megacarpa,plantae,tracheophyta,magnoliopsida,[7.0],Endangered,2
Deherainia_smaragdina,plantae,tracheophyta,magnoliopsida,[7.0],Vulnerable,16
Deinbollia_kilimandscharica,plantae,tracheophyta,magnoliopsida,"[23.0, 24.0]",Least Concern,25
Denhamia_moorei,plantae,tracheophyta,magnoliopsida,[41.0],Near Threatened,1
Dermophis_glandulosus,animalia,chordata,amphibia,[9.0],Least Concern,1
Dermophis_mexicanus,animalia,chordata,amphibia,[7.0],Least Concern,7
Desmodium_conzattii,plantae,tracheophyta,magnoliopsida,[7.0],Near Threatened,6
Desmognathus_marmoratus,animalia,chordata,amphibia,[5.0],Least Concern,1
Desmopsis_dubia,plantae,tracheophyta,magnoliopsida,[7.0],Endangered,2
Diasporus_darienensis,animalia,chordata,amphibia,[9.0],Near Threatened,2
Dicliptera_leonotis,plantae,tracheophyta,magnoliopsida,[37.0],Critically Endangered,1
Digitaria_adamaouensis,plantae,tracheophyta,liliopsida,"[21.0, 22.0]",Endangered,3
Digitaria_megasthenes,plantae,tracheophyta,liliopsida,[26.0],Endangered,3
Digoniopterys_microphylla,plantae,tracheophyta,magnoliopsida,[27.0],Endangered,4
Diorygopyx_duplodentatus,animalia,arthropoda,insecta,[41.0],Endangered,1
Dioscorea_longicuspis,plantae,tracheophyta,liliopsida,[24.0],Vulnerable,5
Diospyros_anisandra,plantae,tracheophyta,magnoliopsida,"[7.0, 8.0]",Least Concern,16
Diospyros_bibracteata,plantae,tracheophyta,magnoliopsida,[38.0],Vulnerable,6
Diospyros_boinensis,plantae,tracheophyta,magnoliopsida,[27.0],Near Threatened,7
Diospyros_darainensis,plantae,tracheophyta,magnoliopsida,[27.0],Endangered,1
Diospyros_hongwae,plantae,tracheophyta,magnoliopsida,[27.0],Endangered,2
Diospyros_malabarica,plantae,tracheophyta,magnoliopsida,"[37.0, 38.0]",Least Concern,31
Diospyros_rostrata,plantae,tracheophyta,magnoliopsida,[38.0],Vulnerable,7
Diospyros_tristis,plantae,tracheophyta,magnoliopsida,[38.0],Endangered,3
Dipterocarpus_costulatus,plantae,tracheophyta,magnoliopsida,[38.0],Near Threatened,19
Dipterocarpus_eurhynchus,plantae,tracheophyta,magnoliopsida,[38.0],Near Threatened,6
Dipterocarpus_validus,plantae,tracheophyta,magnoliopsida,[38.0],Least Concern,22
Dipterocarpus_verrucosus,plantae,tracheophyta,magnoliopsida,[38.0],Near Threatened,31
Doliops_daugavpilsi,animalia,arthropoda,insecta,[38.0],Vulnerable,2
Dombeya_longepedicellata,plantae,tracheophyta,magnoliopsida,[27.0],Critically Endangered,1
Dombeya_rosacea,plantae,tracheophyta,magnoliopsida,[27.0],Critically Endangered,1
Dombeya_sely,plantae,tracheophyta,magnoliopsida,[27.0],Critically Endangered,1
Dombeya_tsiandrensis,plantae,tracheophyta,magnoliopsida,[27.0],Critically Endangered,1
Dracaena_cubensis,plantae,tracheophyta,liliopsida,[8.0],Near Threatened,2
Drimia_congesta,plantae,tracheophyta,liliopsida,"[23.0, 24.0]",Endangered,2
Drymocallis_halacsyana,plantae,tracheophyta,magnoliopsida,[19.0],Endangered,2
Dryobalanops_oblongifolia,plantae,tracheophyta,magnoliopsida,[38.0],Least Concern,23
Duellmanohyla_soralia,animalia,chordata,amphibia,[7.0],Endangered,1
Duttaphrynus_microtympanum,animalia,chordata,amphibia,[37.0],Least Concern,1
Dypsis_oropedionis,plantae,tracheophyta,liliopsida,[27.0],Critically Endangered,1
Echinospartum_barnadesii,plantae,tracheophyta,magnoliopsida,[19.0],Least Concern,3
