Region,Scenario,Period,Q1,Q3,Median,Whisker_low,Whisker_high
12,ssp245,P4,70.80964555629927,73.53661853990035,71.94946149598394,69.57666799419901,75.4596788561654
12,ssp370,P1,52.99789387829094,56.500783735869405,54.81482937118846,49.81490912539046,59.23054089692101
12,ssp370,P2,63.57718774542615,66.66212155845605,64.21610994161833,61.97387671054588,69.15818701100699
12,ssp370,P3,70.92708843057414,76.2948020954187,73.36813842220735,69.17941255020081,79.79319735980962
12,ssp370,P4,81.49245267737618,87.62609798639,85.25564464896624,75.41206095121225,91.54453475011157
12,ssp585,P1,55.20723645600923,61.715608611297036,58.031010493827154,51.84278786999852,64.09716706083594
12,ssp585,P2,65.3468635151718,72.42383741633199,69.21357238769895,62.46228642347165,74.93080562248994
12,ssp585,P3,78.17017291852596,84.51448520563736,80.1486290588279,70.67489640041649,88.90995919976201
12,ssp585,P4,91.19350313104269,98.11117260058754,95.6934181671129,89.10608850959395,104.27612813476127
13,his,P0,48.38992581845238,48.9376948835244,48.52433583921223,48.07615881466785,49.49572231040564
13,ssp126,P1,51.90048248273075,53.52035979846413,52.5408739473104,50.422366677689595,54.1947394510582
13,ssp126,P2,53.20182619874339,54.66002431841564,53.615384608318635,52.220106981187534,55.23973364564962
13,ssp126,P3,54.00191008873456,55.56390602402998,54.346728755144035,52.97413664021165,56.555446127278074
13,ssp126,P4,53.32006123879336,54.76431878398736,54.32488040490888,52.36381588771311,56.3972911265432
13,ssp245,P1,51.85633298151822,53.74467501194151,52.71551589506172,51.05851665931806,55.35397994929453
13,ssp245,P2,54.56557029780277,57.46570424382716,55.652140307172246,53.38250794753087,58.465177549970605
13,ssp245,P3,57.4485764247134,60.22640999871399,58.86087854938272,57.14684050925926,61.66685588991769
13,ssp245,P4,60.59463361625514,61.739916448963854,61.3125105085244,59.63968477366254,63.2456515542328
13,ssp370,P1,51.50946294459141,54.313512461419755,52.917763596781306,49.77862413286302,55.31453971928278
13,ssp370,P2,56.422141993680185,58.01243990207966,57.474895974794244,54.76285059156379,59.70497700984715
13,ssp370,P3,61.69310595146237,63.51225030037478,62.227129987874775,60.147793845532036,66.17061893004116
13,ssp370,P4,65.90334403384038,68.76723505750294,67.18998852513226,63.543293632422106,70.90494485964139
13,ssp585,P1,52.104055054930924,55.455042319775124,54.031388616990014,48.92114725529101,56.73909305188125
13,ssp585,P2,58.12135480048501,61.00739282774838,59.079602245002945,55.54736772854204,64.76850948339212
13,ssp585,P3,64.5207521255879,67.30984708719134,65.47991396237506,62.5340657223692,69.41249858906525
13,ssp585,P4,70.44588997097296,73.84248581716638,71.96020453042328,68.14898910934745,75.92992241328629
14,his,P0,19.393110435542837,21.61000338380226,20.803430855587347,16.252987595374346,22.09824658241933
14,ssp126,P1,22.31466341052694,24.861987782149104,23.25439831405977,20.797800737164206,26.332554967413763
14,ssp126,P2,23.563252038626608,25.686481581823237,24.49850176144492,21.490038749801304,28.17982988197425
14,ssp126,P3,24.325217237919247,25.528360923839614,24.76645693152917,23.563965051263708,26.455269816006997
14,ssp126,P4,23.843967645247176,25.849507257888256,25.29951736409156,22.967820594897475,27.228639816801778
14,ssp245,P1,23.05839977050548,25.165529448319024,23.52762610375934,21.46197676045144,26.963208897631535
14,ssp245,P2,26.285522902757908,27.408245412096644,26.900231436774757,24.67950112462248,28.902052998330948
14,ssp245,P3,27.977383811695276,29.392965167501195,28.251488755762203,26.47633941543475,30.707250425210617
14,ssp245,P4,29.835231077134,31.841264205313145,30.252032519670955,27.909109813622635,33.4663336870132
14,ssp370,P1,22.6757494933238,24.028715956823234,23.37857821491019,21.577381974248926,24.927606560960108
14,ssp370,P2,26.50540325166905,27.80410328793117,27.324117581664282,25.52065922945478,28.783294668971546
14,ssp370,P3,29.577905354375297,31.73230813016611,30.528709893101254,26.869156245032585,33.54295958710856
14,ssp370,P4,32.767485679442856,36.15333552644651,34.527389509815606,30.46686788467652,39.20446844301383
14,ssp585,P1,24.03274528344063,27.603279797031472,25.194151278612306,21.507458059132095,28.37622588419965
14,ssp585,P2,28.038416936397233,30.468826513074234,29.3391461462804,26.868811578048007,33.161350786838334
14,ssp585,P3,31.962478393737083,35.35738736786679,33.76970063284851,28.411426655142265,36.97450737362899
14,ssp585,P4,38.17182048362741,42.8188428891472,40.25969621483071,36.234786768796695,44.98403884716262
15,his,P0,6.2762542876344085,6.764316905615292,6.5343291890681,5.719016723416965,7.256741732377539
15,ssp126,P1,6.6843404502688175,7.366644722968937,7.042483726105136,5.977586260454002,7.617856609916368
15,ssp126,P2,6.754643313172043,7.34283199223417,7.199564867084826,6.47839627837515,7.742475884109917
15,ssp126,P3,6.742161929510155,7.427677006421745,7.040779102449223,6.324337365591398,8.389389369773
15,ssp126,P4,6.737420764635603,6.954058197431303,6.864004759557945,6.53932359916368,7.264518969534051
15,ssp245,P1,6.791396382168459,7.457648594683393,7.23885136051374,6.035018106332139,8.208148521505377
15,ssp245,P2,7.475740469683393,8.294912665023894,7.790420781063322,6.9611752031063325,9.094620561529272
15,ssp245,P3,7.841740449522103,8.464928156362006,8.13627511051374,7.6185222909199535,9.360191878733573
15,ssp245,P4,8.419169805854242,9.120676892174432,8.709391421744325,7.743909796893669,10.15450442353644
15,ssp370,P1,6.9646933161589,7.521916715203107,7.3033347207287935,6.232897410394266,8.143430567502987
15,ssp370,P2,7.550807258811231,8.10537252165472,7.922201913082437,7.073290271804061,8.564444516129031
15,ssp370,P3,8.844181244026284,9.3928083729092,9.03281166069295,8.305705218040622,10.205237078853047
15,ssp370,P4,10.024361329898447,10.954703271356033,10.563381239545997,9.4379813739546,11.221562099761051
15,ssp585,P1,6.788175236708484,7.555726970579451,7.014242044504182,6.173111529271207,8.154187727001194
15,ssp585,P2,8.184192709080047,9.037291556152926,8.762538875448028,7.297852538829152,9.714451182795699
15,ssp585,P3,9.611651830197133,10.785448546893669,10.308598303464755,8.886261777180406,11.666963363201912
15,ssp585,P4,11.49871556974313,12.378057371565115,11.892193878434886,10.85642872162485,13.690033542413381
16,his,P0,2.881128506957702,3.3210485652390647,3.0968423953162785,2.6233515665436338,3.5498003224301047
16,ssp126,P1,3.3751088148572403,3.702936602445802,3.5685812937507957,3.0544069714903905,3.977091933944254
16,ssp126,P2,3.798931236742183,4.3205556218446395,4.029292880552373,3.3473455793135636,4.625893372152221
16,ssp126,P3,4.154238290431039,4.572275907364983,4.343968256013746,3.6979128218997923,4.911384134105469
16,ssp126,P4,3.897695911819609,4.689070554919181,4.404737380149336,3.6970494039285566,5.033613290696194
16,ssp245,P1,3.375289548597853,3.9637172378134147,3.684479541597726,2.9325793570489163,4.591528652793687
16,ssp245,P2,4.2161072830490856,4.688002369171864,4.422391092338042,3.903610830045395,5.089137372194646
16,ssp245,P3,4.872269224894998,5.596641122831021,5.231091414237834,4.555765082092401,6.425351555937381
16,ssp245,P4,5.47033597084341,6.257136114823299,5.804692851385177,5.127095604768571,6.683697718594884
16,ssp370,P1,3.1128508888040387,3.5054731126171994,3.3484787827202918,2.683251596241144,3.979638997072674
16,ssp370,P2,4.492684069672479,5.081459246531755,4.8322547897840575,3.7036404161893857,5.775693486699758
16,ssp370,P3,5.511001444306564,6.589931565801196,5.791414806860125,4.609339742692291,6.975245954774935
16,ssp370,P4,7.120155879046286,8.423417812407196,7.4150473479063255,6.266658073480124,9.4730150778499
16,ssp585,P1,3.461282075696831,4.139552254889482,3.611399442641381,2.7182331106020117,5.130569613083875
16,ssp585,P2,4.6830046786835515,5.560688323045267,5.242164049043316,4.002762226888974,6.624890967714564
16,ssp585,P3,6.823458536708244,7.361369783049085,7.054096402358831,6.123724978787493,7.858270044758389
16,ssp585,P4,9.015133597163889,10.588995911819609,10.28148536071868,7.857562178100208,12.779643682915447
17,his,P0,10.415381354682708,12.518091114747975,11.208609671109539,8.531292081465754,14.890644025713614
17,ssp126,P1,12.405327714869859,14.705153843772116,13.78469373967917,11.029075894471967,16.076194550601556
17,ssp126,P2,15.23420504885193,16.55296128902257,15.762010352284344,14.20011264842337,18.040667226940315
17,ssp126,P3,15.271304395690807,17.019814025025557,15.799026947196666,12.991234953212237,18.708230539828577
17,ssp126,P4,14.529528807403475,16.138691315758432,15.064288704096878,13.659077476999292,16.76963758551545
17,ssp245,P1,12.879345820555162,14.534414839879688,13.838598199260831,12.114765848863726,16.431413358103327
17,ssp245,P2,15.868475895454903,17.078631515392782,16.26112477392467,15.01513047102304,18.830441350161202
17,ssp245,P3,18.924357173960054,20.419099711508217,20.02379214339074,17.389089891483838,21.92809534481403
